",Invoice,3/6/2020,INV19103,""ActivPanel Titanium 70"""" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC"",5.00,""$3,999.	""00 """"","""	$19","995.00 ""	""0 """"","	WA","	Pop	e John	Pa	ul	II High	Sc	ho	ol																																																				
",Invoice,11/18/20,INV19570,"ActivPanel Titanium 70"""""""" - 4 x Pen", Vesa Mount," WIFI Module & cable pack included. ActivInspire Professional Edition available FOC""""",1,$3 ,"99""	""9.00 """"""	""",$3 ,"999.""	""00 """"""	""","WA""	""","Po""	pe Joh	n P	au	l II Hig	h S	ch	ool																																																				",,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,12/21/2020,INV19607,Our certified installer will do the following:  • remove an existing board and mount it on the mobile cart  • mount new panel to the wall  • ins	tall t	he ActivC	onne	""ct","	1	0","$715""	0	""","	$715.00 	","WA""	""","P""	ope	J	oh	n P	au	l II H	ig	h Scho	ol																																												",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,11/18/2020,INV19570,Promethean Fixed height mobile stand for use with ActivPanel,1.00,$499.00 ,$499.00 ,WA,Pope John Paul II High School																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,8/31/2020,INV19387,SMART Learning Suite 1yr  Subscription. Priced per quantity needed.,1.00,$49.05 ,$49.05 ,WA,Port Angeles School District 121																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,6/23/2020,INV19260,""ActivPanel Titanium 75"""" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC"",2.00,""$3,000	"".00 """"","	""$6","000.0""	""0 """"","	WA","	Pos	t Midd	le	Sc	hool																																																							
",Invoice,5/21/20,INV19212,SMART Learning Suite 1yr Extension- Priced per qty.,400,$27.98 ,$11 ,"192.00 """"",WA,"Puyallup School District 3""																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,7/21/2020,INV19305,SMART Board MX075-V2 Interactive display with IQ and SMART Learning suite. Comes with a mount,3.00,""$3,999.00 "",""$11,997.00 "",WA,Quilcene School	Distri	ct 48																																																														",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,10/6/2020,INV19484,SMART Board MX075-V2 Interactive display with IQ and SMART Learning suite. Comes with a mount,1.00,""$3,999.00 "",""$3,999.00 "",WA,Quilcene School D	istric	t 48																																																														",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,1/31/2020,INV19024,SMART Board MX086-V2 interactive display with iQ and SMART Learning Suite,1.00,""$5,799.00 "",""$5,799.00 "",WA,Quilcene School District 48																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,1/31/2020,INV19024,Smart Learning Suite 4yr Extended Maintenance. Priced per quantity.,1.00,$0.00 ,$0.00 ,WA,Quilcene School District 48																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,7/21/2020,INV19305,Smart Learning Suite 4yr Extended Maintenance. Priced per quantity.,3.00,$0.00 ,$0.00 ,WA,Quilcene School District 48																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,12/15/2020,INV19602,Act Special Program,94.00,$10.00 ,$940.00 ,WA,Redmond High School																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,12/15/2020,INV19601,Adapter - 90 degree male to female HDMI,180.00,$0.00 ,$0.00 ,WA,Redmond High School																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,12/15/2020,INV19603,""Assemble Peerless cart. Install new Viewsonic panel with on cart. Includes (1) 10' USB-c to HDMI, (1) 10' Mini DP to HDMI. Connect ActionTek to	panel	using 6'	HDM	I.	Any	mobil	e c	ar	t instal	lat	io	ns	wi	ll	in	cl	ude a	po	wer st	ri	""p.""""",2,"$""	650	""0 ","	""$1","	300	0	""","	WA","R""	ed	mond Hig	h S	ch	oo	l																														",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,12/15/2020,INV19602,""Redmond HS - Remove Activboard and projector. Install new Smart MX275 interactive panel where Activboard was placed. Install includes (1) 25' H	""DMI"," (""	1) 15' HD	MI t	o D	isp	layPor	""t","	(1	) 25' 3.	5mm	t	o R	CA	.	ACT	w	ill co	nn	ect th	e	panel to t	he do	cki	ng s	tati	on	"," d""	ocum	en	t camera	an	d	Fr	ontRo	w	amp	lifi	er. A	CT w	il	l	conn	ec	t	the	A	ctionTe	ch to	t	he	pane	l fo	r wi	rele	ss	disp	lay.	""""""","94""	"".00","$6""	50	0	""","$""	""61","1""	""00.00 """"",WA,"Redmond High School""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,12/29/2020,INV19625,ACT Special Program,50.00,$10.00 ,$500.00 ,WA,Redmond Middle School																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,12/29/2020,INV19625,""Redmond HS - Remove Activboard and projector. Install new Smart MX275 interactive panel where Activboard was placed. Install includes (1) 25' H	""DMI"," (""	1) 15' HD	MI t	o D	isp	layPor	""t","	(1	) 25' 3.	5mm	t	o R	CA	.	ACT	w	ill co	nn	ect th	e	panel to t	he do	cki	ng s	tati	on	"," d""	ocum	en	t camera	an	d	Fr	ontRo	w	amp	lifi	er. A	CT w	il	l	conn	ec	t	the	A	ctionTe	ch to	t	he	pane	l fo	r wi	rele	ss	disp	lay.	""""""","50""	"".00","$6""	50	0	""","$""	""32","5""	""00.00 """"",WA,"Redmond Middle School""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,1/23/2020,INV19010,ActivPanel Mobile Stand - For use with current & previous versions of ActivPanel,25.00,$539.10 ,""$13,342.72 "",WA,Renton School District 403																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,3/30/2020,INV19135,""ActivPanel Mobile Stand - For use with current & previous versions of ActivPanel *   *only stand compatible with 65"""" panel."",25.00,$539.00 ,""$1	""3","340.00""	""25 """"",WA,"R""	ento	n S	cho	ol Dis	tri	ct	403																																																							",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,11/24/2020,INV19578,""ActivPanel Mobile Stand - For use with current & previous versions of ActivPanel *   *only stand compatible with 65"""" panel."",20.00,$539.10 ,""$	""10","782""	"".00 """"",WA,"	Rent	on	Sch	ool Di	str	ic	t 403																																																							
",Invoice,3/30/20,INV19135,"ActivPanel Titanium 75"""""""" - 4 x Pen", Vesa Mount," WIFI Module & cable pack included. ActivInspire Professional Edition available FOC""""",84,$2 ,"79""	""5.00 """"""	""",$232 ,"43""	2.2	""""""","	WA","	Renton	Sc	ho	ol Distr	ict	4	3																																																				
",Invoice,4/21/20,INV19167,"ActivPanel Titanium 75"""""""" - 4 x Pen", Vesa Mount," WIFI Module & cable pack included. ActivInspire Professional Edition available FOC""""",84,$2 ,"79""	""5.00 """"""	""",$232 ,"43""	2.2	""""""","	WA","	Renton	Sc	ho	ol Distr	ict	4	3																																																				
",Invoice,9/30/20,INV19472,"ActivPanel Titanium 75"""""""" - 4 x Pen", Vesa Mount," WIFI Module & cable pack included. ActivInspire Professional Edition available FOC""""",28,$2 ,"79""	""5.00 """"""	""",$77 ,"477""	0.4	""""""","W""	""A","R""	enton	Sch	oo	l Distri	ct	40	3																																																				"
",Invoice,10/29/2020,INV19542,""ActivPanel Titanium 75"""" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC"",84.00,""$2,7	95	""""""",$232 ,"4""	32.2	""0 """"""	""","WA""	""","Rento""	n S	ch	ool Dist	ric	t	403																																																				",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,7/30/2020,INV19331,""ActivPanel Titanium 75"""" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC  Using Credit	of 95	540.00 an	d re	duc	ing	price	pe	r	panel fr	om	27	95	0	t	o 1	8	""8.92""""","	56	.00","$""	""1","	088.92 """"","""	$60","3""	69	""72 """"""	""",WA,"	Re	nto	n Sc	ho	ol Distr	ict	4	3																															
",Invoice,3/3/20,INV19094,"ActivPanel Titanium 86"""""""" - 4 x Pen", Vesa Mount," WIFI Module & cable pack included. ActivInspire Professional Edition available FOC""""",40,$4 ,"495""	"".00 """"","	""$178","002""	0	""""""","W""	""A","R""	enton	Sch	oo	l Distri	ct	40	3																																																				",,,,,,,,,,,,,,,,,,,,,,
",Invoice,3/30/2020,INV19135,""ActivPanel Titanium 86"""" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC"",40.00,""$4,49	""5.00 """"""	""",$178 ,"00""	2	""""""","	WA","	Renton	Sc	ho	ol Distr	ict	4	3																																																				
",Invoice,10/29/20,INV19542,"ActivPanel Titanium 86"""""""" - 4 x Pen", Vesa Mount," WIFI Module & cable pack included. ActivInspire Professional Edition available FOC""""",30,$4 ,"4""	95	""""""",$133 ,"5""	1.5	""0 """"""	""","WA""	""","Rento""	n S	ch	ool Dist	ric	t	403																																																				",,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,1/23/2020,INV19010,""Fully Integrated Component Package A (75"""" Panel Install)"",61.00,""$1,860.00 "",""$112,325.40 "",WA,Renton School District 403																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,2/27/2020,INV19083,""Fully Integrated Component Package A (75"""" Panel Install)"",52.00,""$1,860.00 "",""$95,752.80 "",WA,Renton School District 403																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,3/30/2020,INV19135,""Fully Integrated Component Package A (75"""" Panel Install)"",63.00,""$1,860.00 "",""$116,008.20 "",WA,Renton School District 403																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,5/28/2020,INV19224,""Fully Integrated Component Package A (75"""" Panel Install)"",82.00,""$1,860.00 "",""$150,994.80 "",WA,Renton School District 403																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,6/30/2020,INV19270,""Fully Integrated Component Package A (75"""" Panel Install)"",75.00,""$1,860.00 "",""$138,105.00 "",WA,Renton School District 403																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,7/30/2020,INV19331,""Fully Integrated Component Package A (75"""" Panel Install)"",53.00,""$1,860.00 "",""$97,594.20 "",WA,Renton School District 403																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,9/30/2020,INV19472,""Fully Integrated Component Package A (75"""" Panel Install)"",75.00,""$1,860.00 "",""$138,105.00 "",WA,Renton School District 403																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,11/24/2020,INV19578,""Fully Integrated Component Package A (75"""" Panel Install)"",55.00,""$1,860.00 "",""$102,300.00 "",WA,Renton School District 403																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,3/30/2020,INV19135,""Fully Integrated Component Package B (86"""" Panel Install)"",10.00,""$1,970.00 "",""$19,503.00 "",WA,Renton School District 403																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,5/28/2020,INV19224,""Fully Integrated Component Package B (86"""" Panel Install)"",33.00,""$1,970.00 "",""$64,359.90 "",WA,Renton School District 403																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,6/30/2020,INV19270,""Fully Integrated Component Package B (86"""" Panel Install)"",21.00,""$1,970.00 "",""$40,956.30 "",WA,Renton School District 403																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,9/30/2020,INV19472,""Fully Integrated Component Package B (86"""" Panel Install)"",12.00,""$1,970.00 "",""$23,403.60 "",WA,Renton School District 403																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,11/24/2020,INV19578,""Fully Integrated Component Package B (86"""" Panel Install)"",5.00,""$1,970.00 "",""$9,850.00 "",WA,Renton School District 403																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,6/30/2020,INV19270,Fully Integrated Component Package C (Cart Instal),12.00,$549.00 ,""$6,522.12 "",WA,Renton School District 403																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,5/28/2020,INV19224,Fully Integrated Component Package C (Cart Install),23.00,$549.00 ,""$12,500.73 "",WA,Renton School District 403																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,7/30/2020,INV19331,Fully Integrated Component Package C (Cart Install),7.00,$549.00 ,""$3,804.57 "",WA,Renton School District 403																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,1/23/2020,INV19010,Fully Integrated Component Package D (Bracket Install),57.00,$345.00 ,""$19,468.35 "",WA,Renton School District 403																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,2/27/2020,INV19083,Fully Integrated Component Package D (Bracket Install),48.00,$345.00 ,""$16,394.40 "",WA,Renton School District 403																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,3/30/2020,INV19135,Fully Integrated Component Package D (Bracket Install),66.00,$345.00 ,""$22,542.30 "",WA,Renton School District 403																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,5/28/2020,INV19224,Fully Integrated Component Package D (Bracket Install),77.00,$345.00 ,""$26,299.35 "",WA,Renton School District 403																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,6/30/2020,INV19270,Fully Integrated Component Package D (Bracket Install),58.00,$345.00 ,""$19,809.90 "",WA,Renton School District 403																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,7/30/2020,INV19331,Fully Integrated Component Package D (Bracket Install),54.00,$345.00 ,""$18,443.70 "",WA,Renton School District 403																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,9/30/2020,INV19472,Fully Integrated Component Package D (Bracket Install),75.00,$345.00 ,""$25,616.25 "",WA,Renton School District 403																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,11/24/2020,INV19578,Fully Integrated Component Package D (Bracket Install),57.00,$345.00 ,""$19,665.00 "",WA,Renton School District 403																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,9/28/2020,INV19446,""Install customer provided camera in Drop Tile ceiling in lab. Install includes mounting the camera to the ceiling tile, extending an existing ne	twork	cable fro	m lo	cat	ion	in th	e r	oo	m to the	c	am	era	l	oc	ati	on	for P	OE	. Inst	al	l a 40' HD	MI ca	ble	fro	m th	e	cam	era	to	the pan	el.	C	on	nect	HD	MI	cabl	e to	HDMI	t	o	Disp	la	yP	ort	a	dapter	and c	on	nec	t to	pan	el.	Incl	ude	s Ca	t 6	cabl	e need	ed	to	ext	end	""network cable. ACT will test the camera assuming that the network cable used is live with POE at the time of install.""""",1,$450.00 ,$450.00 ,WA,"Renton School District 403""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,9/28/2020,INV19446,""Install customer provided cameras in 2 Hard ceiling labs. Install includes mounting the cameras to the ceiling, installing Panduit LD5 surface r	aceway	to the f	ront	of	ro	om for	an	H	DMI cabl	e t	o	the	p	an	el	an	d to t	he	netwo	rk	cable loc	ation	be	ing	used	f	or	the	PO	E networ	k c	ab	le	to t	he	ca	mera	. It	incl	ud	es	the	c	at	6	ca	ble nee	ded t	o	ext	end	and	a 40	' HD	MI	cabl	e fr	om t	he cam	era	l	ocat	ion	""to the panel. Connect the HDMI to the DisplayPort adapter at the  panel. ACT will test the cameras assuming the network cable is live with POE at the time of install.""""",2,$675.00 ,$1 ,"350.00 """"",WA,"Renton School District 403""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,9/30/2020,INV19473,""Moved remaining installs to Phase II PO Fully Integrated Component Package A (75"""" Panel Install)"",84.00,$0.00 ,$0.00 ,WA,Renton School District	403																																																															",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,9/30/2020,INV19473,Power package,1.00,$0.00 ,$0.00 ,WA,Renton School District 403																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,6/2/2020,INV19227,""BoxLight dongle to wirelessly connect projectors to network. For Boston, P5, and P6, Cambridge, P9 and N12/P12 SSI projector"",4.00,$99.00 ,$396.0	""0 ",WA,"	Renton Te	chni	cal	Co	llege																																																										
",Invoice,6/2/20,INV19227,P9 bulb pen WXGA standard-throw," 3600 lumens Wired interactivity.""""",4,$1 ,"139.00 """"",$4 ,"556.00 """"",WA,"Renton Technical College""																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,9/10/2020,INV19413,""ACT will deliver and install the Smart panel, classroom sound system with ceiling speakers, phone, docking station, wireless keyboard and mouse,	docum	ent camer	a an	d s	cre	en bea	m i	n	the new	por	ta	ble	s.	W	e w	il	l inst	al	l the	ne	w cabling	to co	nne	ct t	he S	ma	rt	pane	l	from the	au	di	o	syste	""m","	do	ckin	g sta	tion	a	nd	doc	um	en	t c	am	era.	We wi	ll	do	cume	nt a	ll a	sset	ta	gs f	or t	he p	resent	ati	on	equ	ipme	nt. We will document the Mac address", room number and the wall plate port number  for the phone.   ACT will update the Smart panels," connect them to the network and commission the system.  Cables included to complete the install:  (1) 25' HDMI cable (panel to document camera) (1) 15' DisplayPort to HDMI from panel to docking station (1) 25' 3.5 stereo cable (audio system to dock) (1) 6' 3.5 stereo cable (panel to audio system) (1) 16' USB cable (panel to dock) (1) surge protector with 10' cord (2) 25' cat 6 (panel to network and dock to network) (1) 6' HDMI (screen beam to panel)   ACT will dispose of trash off site.""""",3,$1 ,"550.00 """"",$4 ,"650.00 """"",WA,"Robert Frost Elementary School""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
